car_name,car_versions,car_price_in_rupees,fuel_type,city,year_of_manufacture,car_age
BMW, 3 Series 320d Luxury Line,15.5 Lakh,Diesel,Hyderabad,2013,10
Hyundai ,Elite i20 Asta 1.2 (O) [2016],6.59 Lakh,Petrol,Delhi,2017,6
Hyundai, Eon Magna [2011-2012],3.2 Lakh,Petrol,Ahmedabad,2015,8
Maruti Suzuki ,Swift VXi [2014-2017],6.74 Lakh,Petrol,Chennai,2020,3
Renault ,Kiger RXT Turbo CVT Dual Tone,9.98 Lakh,Petrol,Kolkata,2022,1
Hyundai ,Elite i20 Asta 1.4 CRDI (O) [2016-2017],10.75 Lakh,Diesel,Hyderabad,2020,3
Honda ,City 1.5 V MT,4.05 Lakh,Petrol,Thane,2013,10
Porsche, Cayenne Turbo,78.57 Lakh,Petrol,Ahmedabad,2015,8
Maruti Suzuki ,Swift DZire VXI,4.17 Lakh,Petrol,Kolkata,2014,9
Renault ,Kwid CLIMBER 1.0 (O),4.83 Lakh,Petrol,Delhi,2021,2
Hyundai, Santro Sportz,5.89 Lakh,Petrol,Pune,2020,3
Nissan ,Micra XV Diesel,2.9 Lakh,Diesel,Ahmedabad,2012,11
Hyundai, Grand i10 Magna AT 1.2 Kappa VTVT,5.49 Lakh,Petrol,Hyderabad,2018,5
Mercedes-Benz, CLA 200 Petrol Sport,19.25 Lakh,Petrol,Mumbai,2016,7
Hyundai ,Venue S 1.0 Petrol [2019-2020],10.64 Lakh,Petrol,Pune,2019,4
Land Rover ,Range Rover Evoque SE R-Dynamic Petrol,77 Lakh,Petrol,Thane,2021,2
Maruti Suzuki,S-Cross aipha 1.3,7.6 Lakh,Diesel,Hyderabad,2016,7
Hyundai, Verna SX (O) AT Anniversary Edition 1.6 VTVT,10.59 Lakh,Petrol,Bangalore,2019,4
Maruti Suzuki ,Wagon R 1.0 VXI,3.17 Lakh,Petrol,Kolkata,2014,9
Toyota ,Corolla Altis G Petrol,10.4 Lakh,Petrol,Delhi,2018,5
Land Rove,r Range Rover Sport SDV6 SE,1.23 Crore,Diesel,Thane,2019,4
Maruti Suzuki, Wagon R 1.0 VXI,4.71 Lakh,Petrol,Hyderabad,2018,5
Hyundai ,Verna 1.6 VTVT SX (O),7.49 Lakh,Petrol,Kolkata,2019,4
Honda, Jazz V AT Petrol,7.25 Lakh,Petrol,Mumbai,2018,5
Hyundai ,Creta S 1.5 Diesel [2020-2022],16 Lakh,Diesel,Hyderabad,2021,2
Honda ,Jazz V Diesel,7.47 Lakh,Diesel + 1,Pallikarnai,2017,6
Maruti Suzuki, Ciaz ZXI+,5.75 Lakh,Petrol,Thane,2015,8
Maruti Suzuki ,Alto K10 LXi,1.9 Lakh,Petrol,Delhi,2012,11
Mercedes-Benz ,CLA 200 CDI Sport,29.5 Lakh,Diesel,Bangalore,2018,5
Hyundai ,Creta 1.6 SX Plus AT Petrol,11.25 Lakh,Petrol,Mumbai,2018,5
Hyundai, Elite i20 Asta 1.2 [2016-2017],6.45 Lakh,Petrol,Chennai,2016,7
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.05 Lakh,Petrol,Delhi,2016,7
Honda ,City SV CVT,8.75 Lakh,Petrol,Ahmedabad,2017,6
Maruti Suzuki, Swift VXi ABS,3.26 Lakh,Petrol,Kolkata,2013,10
BMW ,X1 sDrive20d xLine,21.45 Lakh,Diesel,Delhi,2018,5
Maruti Suzuki, XL6 Zeta MT Petrol,9.51 Lakh,Petrol,Ahmedabad,2020,3
Tata ,Harrier XZ [2019-2020],14.65 Lakh,Diesel,Mumbai,2019,4
BMW, X1 sDrive20d xLine,28 Lakh,Diesel,Kolkata,2019,4
Mercedes-Benz, GLE 350 d,58 Lakh,Diesel,Ahmedabad,2019,4
Ford ,EcoSport Titanium+ 1.5L TDCi Black Edition,7.5 Lakh,Diesel,Hyderabad,2016,7
Mahindra, XUV500 W6 AT,9.5 Lakh,Diesel,Ahmedabad,2016,7
Audi ,A6 2.0 TDI Premium,21 Lakh,Diesel,Hyderabad,2013,10
Hyundai, i20 Active 1.2 S,6.11 Lakh,Petrol,Mumbai,2018,5
Mercedes-Benz, AMG GLA35 4MATIC,64.5 Lakh,Petrol,Chennai,2022,1
Hyundai, Elite i20 Asta 1.2,6 Lakh,Petrol,Kolkata,2018,5
Honda, City VX,6.25 Lakh,Petrol,Thane,2015,8
Hyundai, Verna Fluidic 1.6 VTVT SX Opt AT,11.26 Lakh,Petrol,Pune,2019,4
Hyundai, i10 1.1L iRDE Magna Special Edition,3.5 Lakh,Petrol,Ahmedabad,2015,8
Hyundai ,Creta SX Plus 1.6  Petrol,9.25 Lakh,Petrol,Thane,2017,6
Renault, Duster 85 PS RXS 4X2 MT Diesel,9.79 Lakh,Diesel,Bangalore,2018,5
Mercedes-Benz, C-Class C 200 Avantgarde Edition,30.56 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki ,Celerio VXi,3.57 Lakh,Petrol,Kolkata,2015,8
Volkswagen, Polo Highline1.2L (P),5.21 Lakh,Petrol,Mumbai,2015,8
Renault ,Kwid 1.0 RXT Opt,4.39 Lakh,Petrol,Delhi,2019,4
Maruti Suzuki, Dzire ZXi AMT,7.35 Lakh,Petrol,Pune,2017,6
BMW ,5 Series 520d Luxury Line [2017-2019],45.99 Lakh,Diesel,Ahmedabad,2020,3
Kia ,Sonet GTX Plus 1.5 [2020-2021],14.19 Lakh,Diesel,Pune,2020,3
Maruti Suzuki ,Ignis Sigma 1.2 MT,4.89 Lakh,Petrol,Chennai,2019,4
Hyundai, Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.05 Lakh,Petrol,Delhi,2016,7
Volkswagen ,Vento Trendline Petrol,3.5 Lakh,Petrol,Hyderabad,2010,13
Maruti Suzuki, Celerio ZXi AMT [2019-2020],5.99 Lakh,Petrol,Pune,2019,4
Honda, Jazz V AT Petrol,6.75 Lakh,Petrol,Mumbai,2017,6
Hyundai, Creta 1.6 SX Plus AT Petrol,10.29 Lakh,Petrol,Pune,2016,7
Volvo, XC90 D5 AWD,22.87 Lakh,Diesel,Ahmedabad,2015,8
Maruti Suzuki ,Alto 800 Lxi CNG,3.45 Lakh,CNG,Noida,2019,4
Hyundai, Elite i20 Sportz 1.2 [2016-2017],7.9 Lakh,Petrol,Hyderabad,2019,4
Honda ,City V,8.45 Lakh,Petrol,Thane,2018,5
Toyota, Glanza G CVT,8.49 Lakh,Petrol,Bangalore,2020,3
Ford ,Aspire Titanium 1.2 Ti-VCT,5.35 Lakh,Petrol,Noida,2017,6
Ford EcoSport Titanium 1.0 Ecoboost (Opt),,4.75 Lakh,Petrol,Faridabad,2014,9
Volkswagen ,Taigun GT Plus 1.5 TSI DSG,16.49 Lakh,Petrol,Ahmedabad,2021,2
Hyundai, Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],5.69 Lakh,Petrol,Bangalore,2016,7
Toyota ,Fortuner 2.8 4x2 MT [2016-2020],33.75 Lakh,Diesel,Bangalore,2018,5
Skoda ,Rapid Ambition 1.6 MPI AT,10.82 Lakh,Petrol,Delhi,2020,3
Maruti Suzuki, Baleno Zeta 1.2,6.99 Lakh,Petrol,Kolkata,2021,2
Maruti Suzuki, Wagon R 1.0 VXI AMT,4.25 Lakh,Petrol,Thane,2016,7
Maruti Suzuki, Alto 800 Lxi,3.25 Lakh,Petrol,Pune,2018,5
Honda ,Jazz V AT Petrol,6.51 Lakh,Petrol,Mumbai,2017,6
Hyundai ,Santro Sportz CNG [2018-2020],5.23 Lakh,CNG,Pune,2018,5
Maruti Suzuki, Baleno Delta 1.2,5.48 Lakh,Petrol,Delhi,2018,5
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.6 Lakh,Petrol,Thane,2017,6
Honda, City S Petrol,6.95 Lakh,Petrol,Thane,2017,6
Hyundai ,Elite i20 Magna Executive 1.2,5.19 Lakh,Petrol,Kolkata,2017,6
Tata ,Nano Twist XT,1.1 Lakh,Petrol,Ahmedabad,2015,8
Maruti Suzuki ,Ertiga VXI CNG,11.4 Lakh,CNG,Thane,2021,2
Maruti Suzuki ,Ertiga Vxi CNG,7.21 Lakh,CNG,Mumbai,2015,8
Maruti Suzuki ,S-Cross Zeta 1.3,8.87 Lakh,Diesel,Pune,2017,6
Honda ,City VX CVT,7.75 Lakh,Petrol,Thane,2016,7
Honda, City VX,8.75 Lakh,Petrol,Kolkata,2019,4
Maruti Suzuki ,Alto 800 Lxi,2.95 Lakh,Petrol,Pune,2015,8
Mahindra ,Thar LX Hard Top Diesel AT,17.5 Lakh,Diesel,Delhi,2021,2
Maruti Suzuki ,Ertiga VXI CNG,8.25 Lakh,CNG,Thane,2017,6
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.5 Lakh,Petrol,Thane,2016,7
Land Rover, Discovery Sport HSE,26 Lakh,Diesel,Hyderabad,2015,8
Maruti Suzuki, Dzire VDi AMT,6.45 Lakh,Diesel,Noida,2018,5
Maruti Suzuki, Baleno RS 1.0,6.66 Lakh,Petrol,Pune,2017,6
Hyundai, Venue SX 1.0 Petrol [2019-2020],10.66 Lakh,Petrol,Bangalore,2020,3
Maruti Suzuki, Ciaz VXi,5 Lakh,Petrol,Kolkata,2016,7
Hyundai, i10 Magna 1.2 Kappa2,3.49 Lakh,Petrol,Chennai,2014,9
Hyundai, i10 Magna 1.2 Kappa2,2.45 Lakh,Petrol,Kolkata,2013,10
Nissan, Sunny XE,2.95 Lakh,Petrol,Noida,2012,11
Jeep ,Wrangler Rubicon,65 Lakh,Petrol,Hyderabad,2021,2
Maruti Suzuki, Swift VXi AMT,6.3 Lakh,Petrol,Pallikarnai,2020,3
Volkswagen, Vento Highline 1.5 (D) AT,7.9 Lakh,Diesel,Mumbai,2018,5
Hyundai ,Elantra 1.6 SX (O) AT,18.75 Lakh,Diesel,Pune,2018,5
Honda ,WR-V VX MT Diesel,9.5 Lakh,Diesel,Thiruvallur,2018,5
Honda, BR-V VX Diesel,7.99 Lakh,Diesel,Thane,2017,6
Maruti Suzuki ,Swift DZire VXI,4.24 Lakh,Petrol,Pune,2014,9
Honda ,City S Petrol,7.25 Lakh,Petrol,Ahmedabad,2017,6
Maruti Suzuki, Baleno Delta 1.2,5.96 Lakh,Petrol,Kolkata,2018,5
Mercedes-Benz ,GLA 220 d 4MATIC,28.5 Lakh,Diesel,Bangalore,2017,6
Tata ,Tiago Revotorq XZ Plus,5.4 Lakh,Diesel,Ahmedabad,2020,3
Honda ,City V,8.4 Lakh,Petrol,Kolkata,2019,4
Hyundai, Elite i20 Asta 1.4 CRDI,6.95 Lakh,Diesel,Thane,2015,8
BMW, 7 Series 760Li,59 Lakh,Petrol,Ahmedabad,2016,7
Hyundai ,i20 Sportz 1.2 BS-IV,3.45 Lakh,Petrol,Mumbai,2012,11
Maruti Suzuki, Dzire VXi AMT,6.96 Lakh,Petrol,Pune,2018,5
Tata ,Tiago XZ Plus CNG,8.1 Lakh,CNG,Delhi,2022,1
Tata ,Tiago Revotron XE [2016-2019],4.14 Lakh,Petrol,Delhi,2018,5
Toyota ,Fortuner 2.8 4x4 AT [2016-2020],33 Lakh,Diesel,Ahmedabad,2019,4
Tata ,Harrier XZA Plus,22 Lakh,Diesel,Thane,2021,2
Honda, City SV Petrol [2019-2020],8.25 Lakh,Petrol,Ahmedabad,2019,4
Mahindra ,TUV300 T8,7.45 Lakh,Diesel,Hyderabad,2017,6
Ford, EcoSport Titanium 1.5L Ti-VCT AT,6.9 Lakh,Petrol,Ahmedabad,2016,7
Skoda ,Kushaq Style 1.5L TSI DSG (6 Airbags),19.25 Lakh,Petrol,Bangalore,2021,2
Audi ,A4 35 TFSI Premium Sunroof,17.25 Lakh,Petrol,Mumbai,2015,8
Hyundai, Elite i20 Asta 1.2 (O) [2016],6.39 Lakh,Petrol,Pune,2017,6
Maruti Suzuki, Wagon R 1.0 VXI AMT,4.45 Lakh,Petrol,Hyderabad,2016,7
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5.1 Lakh,Petrol,Pune,2018,5
Toyota, Glanza G,7.3 Lakh,Petrol,Thiruvallur,2021,2
Nissan ,Magnite XE,6.7 Lakh,Petrol,Pune,2021,2
Ford ,EcoSport Titanium 1.5 Ti-VCT AT,8.25 Lakh,Petrol,Delhi,2018,5
Honda, Jazz ZX CVT,8.42 Lakh,Petrol,Chennai,2020,3
Land Rover, Range Rover Velar 2.0 R-Dynamic Petrol 250,77 Lakh,Petrol,Thane,2019,4
Ford ,EcoSport Titanium + 1.5L TDCi,6.9 Lakh,Diesel,Ahmedabad,2016,7
BMW ,3 Series GT 320d Luxury Line [2014-2016],36 Lakh,Diesel,Pune,2019,4
Maruti Suzuki, Swift ZXi Plus,7.15 Lakh,Petrol,Kolkata,2021,2
Maruti Suzuki ,Vitara Brezza VDi (O) [2016-2018],8.15 Lakh,Diesel,Thane,2017,6
Hyundai ,Santro Sportz [2018-2020],5.54 Lakh,Petrol,Pune,2019,4
Jeep, Compass Limited (O) 2.0 Diesel 4x4 [2017-2020],16.95 Lakh,Diesel,Hyderabad,2017,6
Mahindra, XUV500 W8,8.79 Lakh,Diesel,Bangalore,2013,10
Hyundai ,Xcent S 1.2,4.9 Lakh,Petrol,Ahmedabad,2014,9
Honda, WR-V VX MT Petrol,10.19 Lakh,Petrol,Chennai,2021,2
Maruti Suzuki, Swift DZire ZXI,5.18 Lakh,Petrol,Pune,2015,8
Maruti Suzuki ,Alto K10 VXi [2014-2019],3.79 Lakh,Petrol,Bangalore,2017,6
Hyundai ,Elite i20 Sportz 1.4 CRDI [2016-2017],6.6 Lakh,Diesel,Hyderabad,2016,7
MG, Hector Sharp 1.5 Petrol Turbo DCT,16.49 Lakh,Petrol,Bangalore,2020,3
Hyundai ,Elite i20 Sportz 1.2,8.49 Lakh,Petrol,Bangalore,2019,4
Maruti Suzuki ,Celerio ZXi AMT [2019-2020],5 Lakh,Petrol,Thane,2019,4
Maruti Suzuki ,Alto 800 LXi CNG (O),3.49 Lakh,CNG,Mumbai,2017,6
Hyundai ,Santro Sportz,5.89 Lakh,Petrol,Pune,2020,3
Mahindra ,XUV500 W10,8.65 Lakh,Diesel,Noida,2015,8
Volkswagen ,Taigun Topline 1.0 TSI AT,17.9 Lakh,Petrol,Thane,2022,1
Hyundai, Creta E Plus 1.6 Petrol,9.3 Lakh,Petrol,Thane,2018,5
Hyundai, Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],6.95 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki ,SX4 ZXi,1.6 Lakh,Petrol,Kolkata,2009,14
Honda, Amaze 1.2 V CVT Petrol [2018-2020],6.65 Lakh,Petrol,Delhi,2018,5
Honda, City VX CVT,7.95 Lakh,Petrol,Mumbai,2016,7
Audi, Q3 35 TDI Premium + Sunroof,20.5 Lakh,Diesel,Ahmedabad,2016,7
Hyundai, Grand i10 Sports Edition 1.2L Kappa VTVT,5 Lakh,Petrol,Thane,2018,5
Toyota ,Yaris V MT,9.8 Lakh,Petrol,Hyderabad,2018,5
Maruti Suzuki, Swift VXi AMT,7.04 Lakh,Petrol,Delhi,2019,4
Hyundai ,Creta 1.6 E Petrol,7.45 Lakh,Petrol,Noida,2015,8
Hyundai, Grand i10 Era 1.1 CRDi [2016-2017],5 Lakh,Diesel,Thiruvallur,2017,6
Maruti Suzuki, Baleno Alpha 1.2,6.1 Lakh,Petrol,Thane,2017,6
Honda, City 1.5 V MT,3.25 Lakh,Petrol,Thane,2010,13
Toyota, Fortuner Legender 4X2 AT 2.8 Legender,48.5 Lakh,Diesel,Pune,2021,2
Toyota ,Etios Cross 1.2 G,4.35 Lakh,Petrol,Kolkata,2015,8
Honda, City V,6.53 Lakh,Petrol,Delhi,2014,9
Ford, EcoSport Titanium 1.5 TDCi,5.99 Lakh,Diesel,Thane,2015,8
Kia, Seltos GTX Plus AT 1.4 [2019-2020],14.9 Lakh,Petrol,Chennai,2019,4
Hyundai ,Grand i10 Magna 1.1 CRDi [2016-2017],6.2 Lakh,Diesel,Hyderabad,2018,5
BMW ,X5 xDrive 30d,47.9 Lakh,Diesel,Pune,2017,6
Maruti Suzuki ,Baleno Delta 1.2,5.27 Lakh,Petrol,Delhi,2016,7
Fiat ,Punto Active 1.3,3.5 Lakh,Diesel,Hyderabad,2014,9
Renault ,Kwid CLIMBER 1.0 AMT [2017-2019],4.25 Lakh,Petrol,Mumbai,2017,6
Mercedes-Benz ,C-Class C 220 CDI Avantgarde,28.78 Lakh,Diesel,Bangalore,2016,7
Honda ,City SV CVT,6.15 Lakh,Petrol,Thane,2015,8
Maruti Suzuki ,XL6 Zeta AT Petrol,12.9 Lakh,Petrol,Ahmedabad,2022,1
Honda ,City 1.5 S MT,3.45 Lakh,Petrol,Mumbai,2011,12
Volkswagen, Polo Comfortline 1.2L (D),2.9 Lakh,Diesel,Kolkata,2013,10
Skoda ,Rapid Ambition 1.6 MPI AT,10.13 Lakh,Petrol,Kolkata,2020,3
Hyundai, Eon Era +,2.95 Lakh,Petrol,Ahmedabad,2016,7
Maruti Suzuki ,S-Presso VXi Plus,4.76 Lakh,Petrol,Delhi,2021,2
Maruti Suzuki, Dzire VDi,7.85 Lakh,Diesel,Hyderabad,2018,5
Maruti Suzuki, Ritz VXI BS-IV,2.35 Lakh,Petrol,Thane,2011,12
Hyundai ,Creta SX (O) 1.5 Petrol CVT [2020-2022],19.25 Lakh,Petrol,Thane,2022,1
Maruti Suzuki, Baleno Zeta 1.2 AT,7 Lakh,Petrol,Thiruvallur,2018,5
Volkswagen, Taigun Highline 1.0 TSI AT,17.49 Lakh,Petrol,Bangalore,2021,2
Toyota, Innova Crysta 2.8 GX AT 7 STR [2016-2020],24.49 Lakh,Diesel,Bangalore,2018,5
Maruti Suzuki ,Ertiga ZXi,5.95 Lakh,Petrol,Mumbai,2014,9
Nissan, Micra Active XV,3.25 Lakh,Petrol,Kolkata,2017,6
Honda, City V,8.75 Lakh,Petrol,Mumbai,2018,5
Honda, Amaze 1.2 VX MT Petrol [2018-2020],8.57 Lakh,Petrol,Pune,2022,1
Maruti Suzuki ,S-Presso VXi Plus,4.54 Lakh,Petrol,Pune,2020,3
BMW ,3 Series 330i Sport Line,22.5 Lakh,Petrol,Ahmedabad,2018,5
MINI, Cooper Countryman Cooper D,14.75 Lakh,Diesel,Ahmedabad,2014,9
Hyundai ,Verna 1.4 VTVT,5.9 Lakh,Petrol,Ahmedabad,2016,7
Mercedes-Benz ,CLA 200 CDI Sport,25 Lakh,Diesel,Hyderabad,2016,7
Maruti Suzuki ,Alto 800 Lxi,2.92 Lakh,Petrol,Pune,2015,8
Hyundai ,i20 Asta 1.2,4.3 Lakh,Petrol,Pune,2012,11
Jeep, Compass Limited (O) 1.4 Petrol AT [2017-2020],18.25 Lakh,Petrol,Mumbai,2019,4
Hyundai, Santro Sportz [2018-2020],5.26 Lakh,Petrol,Pune,2019,4
Mercedes-Benz ,CLA 200 CDI Sport,16.49 Lakh,Diesel,Kolkata,2015,8
Maruti Suzuki ,Wagon R 1.0 VXI AMT,4.9 Lakh,Petrol,Ahmedabad,2018,5
Toyota, Innova 2.5 G4 8 STR,4.25 Lakh,Diesel,Thane,2009,14
Tata, Indica V2 DLE BS-III,"60,000",Diesel,Pallikarnai,2007,16
Maruti Suzuki ,Alto 800 Lxi,3.1 Lakh,Petrol,Hyderabad,2015,8
Maruti Suzuki, Baleno Zeta,6.55 Lakh,Petrol,Kolkata,2018,5
Hyundai, Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.65 Lakh,Petrol,Mumbai,2017,6
Hyundai, Elite i20 Sportz 1.2 (O),6.3 Lakh,Petrol,Pune,2018,5
Hyundai, i20 Magna 1.2,3.1 Lakh,Petrol,Noida,2012,11
Honda ,City SV CVT,6.9 Lakh,Petrol,Ahmedabad,2015,8
MG ,Astor Sharp 1.5 CVT,16.85 Lakh,Petrol,Thane,2021,2
Maruti Suzuki, Wagon R 1.0 VXI,4.64 Lakh,Petrol,Pune,2017,6
Jeep ,Compass Limited 1.4 Petrol AT [2017-2020],16.92 Lakh,Petrol,Pune,2019,4
Toyota ,Fortuner 2.8 4x2 AT [2016-2020],32.5 Lakh,Diesel,Hyderabad,2017,6
Maruti Suzuki, Celerio VXi,4.15 Lakh,Petrol,Bangalore,2014,9
Mercedes-Benz ,A-Class A 200d,22.95 Lakh,Diesel,Bangalore,2017,6
Toyota ,Fortuner 3.0 4x2 AT,16.49 Lakh,Diesel,Bangalore,2012,11
Maruti Suzuki, Swift VXi ABS,3.4 Lakh,Petrol,Delhi,2013,10
Renault, Kwid 1.0 RXT [2016-2019],4.6 Lakh,Petrol,Bangalore,2018,5
Mercedes-Benz, GLC 220 d Sport,44 Lakh,Diesel,Pune,2018,5
Maruti Suzuki, Wagon R 1.0 VXI,3.59 Lakh,Petrol,Kolkata,2016,7
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5.95 Lakh,Petrol,Bangalore,2019,4
Hyundai ,Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,7.33 Lakh,Petrol,Pune,2019,4
Toyota, Innova Crysta 2.8 GX AT 8 STR [2016-2020],18.9 Lakh,Diesel,Thane,2018,5
Toyota, Innova Crysta ZX 2.4 7 STR,33.5 Lakh,Diesel,Hyderabad,2022,1
Maruti Suzuki ,Wagon R ZXi 1.2,6.49 Lakh,Petrol,Bangalore,2021,2
Honda ,City VX CVT,9.5 Lakh,Petrol,Hyderabad,2015,8
Honda ,City Anniversary Edition Diesel,8.2 Lakh,Diesel + 1,Ambattur,2018,5
Hyundai ,Creta SX Plus 1.6  Petrol,11.37 Lakh,Petrol,Bangalore,2017,6
Volvo ,V40 D3 Kinetic,16 Lakh,Diesel,Ahmedabad,2016,7
Hyundai, Elite i20  Asta 1.2 AT,7.5 Lakh,Petrol,Thane,2018,5
Maruti Suzuki ,Alto 800 Vxi,2.23 Lakh,Petrol,Kolkata,2014,9
Hyundai, Creta SX (O) 1.5 Petrol CVT [2020-2022],17.25 Lakh,Petrol,Thane,2021,2
Mahindra ,Scorpio S6 Plus 1.99 Intelli-Hybrid,8.95 Lakh,Diesel,Delhi,2017,6
Volkswagen ,Polo GT TSI,9.45 Lakh,Petrol,Bangalore,2017,6
Maruti Suzuki ,Alto 800 Vxi,2.67 Lakh,Petrol,Delhi,2015,8
Hyundai ,Elite i20 Asta 1.4 (O) CRDi,8.5 Lakh,Diesel,Hyderabad,2018,5
Maruti Suzuki, Ciaz Alpha Hybrid 1.5 AT [2018-2020],9.49 Lakh,Petrol,Ahmedabad,2020,3
Honda, WR-V VX MT Petrol,6.99 Lakh,Petrol,Kolkata,2019,4
Renault ,Kwid RXL [2015-2019],2.95 Lakh,Petrol,Noida,2018,5
Ford ,Figo Duratorq Diesel Titanium 1.4,4.75 Lakh,Diesel,Hyderabad,2015,8
Maruti Suzuki, Swift VXi [2014-2017],6.5 Lakh,Petrol,Thane,2019,4
Honda ,Civic 1.8V MT,2.35 Lakh,Petrol,Mumbai,2009,14
Mahindra, XUV700 AX 7 Diesel AT 7 STR,28 Lakh,Diesel,Ahmedabad,2022,1
Maruti Suzuki ,Swift VXi,3.27 Lakh,Petrol,Kolkata,2012,11
Honda ,Brio E MT,3.7 Lakh,Petrol,Pallikarnai,2013,10
Honda ,CR-V 2.4 AT,12.51 Lakh,Petrol,Mumbai,2015,8
BMW, 3 Series 330i M Sport Edition,47.5 Lakh,Petrol,Ahmedabad,2020,3
BMW ,X5 xDrive 30d,48 Lakh,Diesel,Ahmedabad,2017,6
Maruti Suzuki, S-Presso VXi,4.5 Lakh,Petrol,Ahmedabad,2020,3
Toyota, Glanza V CVT,9.85 Lakh,Petrol,Bangalore,2021,2
Mahindra ,Alturas G4 4WD AT [2018-2020],21.45 Lakh,Diesel,Kolkata,2019,4
Renault ,Duster 85 PS RxL,8.5 Lakh,Diesel,Hyderabad,2018,5
BMW, 3 Series GT 320d Sport Line [2014-2016],27.5 Lakh,Diesel,Hyderabad,2016,7
Maruti Suzuki, Ignis Alpha 1.2 MT,7.12 Lakh,Petrol,Pune,2020,3
Maruti Suzuki ,Celerio VXi (O) CNG,5.56 Lakh,CNG,Pune,2020,3
Ford, EcoSport Signature Edition Diesel,10.2 Lakh,Diesel,Thane,2019,4
Maruti Suzuki, Ciaz Zeta 1.4 MT,8.75 Lakh,Petrol,Bangalore,2018,5
Honda ,Jazz VX Petrol,5.7 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki ,Swift DZire VXI,3.7 Lakh,Petrol,Thane,2012,11
Audi ,Q3 35 TDI Premium Plus + Sunroof,15 Lakh,Diesel,Ahmedabad,2015,8
Maruti Suzuki, Wagon R 1.0 VXI,4.07 Lakh,Petrol,Pune,2016,7
Jaguar ,XF 2.2 Diesel Luxury,19.5 Lakh,Diesel,Ahmedabad,2014,9
Maruti Suzuki, Alto 800 Lxi CNG,3.3 Lakh,CNG,Pune,2015,8
Maruti Suzuki ,Alto K10 VXi,4.2 Lakh,Petrol + 1,Thiruvallur,2022,1
Maruti Suzuki ,Vitara Brezza ZDi Plus AGS,11.5 Lakh,Diesel,Bangalore,2019,4
Hyundai, Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],5.35 Lakh,Petrol,Hyderabad,2016,7
Hyundai, i20 Active 1.2 S,6.45 Lakh,Petrol,Hyderabad,2016,7
Honda, Amaze 1.2 S i-VTEC,4.5 Lakh,Petrol,Thane,2015,8
Tata ,Nexon XZ Plus (O),10.65 Lakh,Petrol,Thane,2022,1
Audi ,Q7 Technology 55 TFSI,93 Lakh,Petrol,Pune,2022,1
Toyota ,Fortuner 2.8 4x2 AT [2016-2020],32.5 Lakh,Diesel,Mumbai,2018,5
Toyota, Corolla Altis JS Petrol,6.45 Lakh,Petrol,Mumbai,2015,8
Maruti Suzuki, Swift DZire ZXI,3.95 Lakh,Petrol,Thane,2013,10
Mercedes-Benz, E-Class E250 CDI Avantgarde,22 Lakh,Diesel,Ahmedabad,2014,9
BMW ,5 Series 520d Luxury Line [2017-2019],51.95 Lakh,Diesel,Hyderabad,2019,4
Hyundai ,i10 Magna 1.2 Kappa2,3.49 Lakh,Petrol,Chennai,2014,9
Skoda ,Kodiaq L&K 2.0 TDI 4x4 AT,32.6 Lakh,Diesel,Hyderabad,2019,4
Renault, Kwid RXT [2015-2019],4.46 Lakh,Petrol,Pune,2021,2
Maruti Suzuki, Swift VXi [2014-2017],5.42 Lakh,Petrol,Kolkata,2018,5
Skoda, Octavia Elegance 1.8 TSI AT,9.45 Lakh,Petrol,Mumbai,2015,8
Tata, Nexon XZA Plus (S),12.25 Lakh,Petrol,Faridabad,2021,2
Maruti Suzuki, Eeco 5 STR WITH A/C+HTR CNG [2017-2019],4.75 Lakh,CNG,Thane,2016,7
Mahindra, Thar CRDe 4x4 Non AC,7.3 Lakh,Diesel,Hyderabad,2017,6
Maruti Suzuki ,Baleno Alpha 1.2,7.31 Lakh,Petrol,Thane,2019,4
BMW ,X5 xDrive 30d M Sport,53 Lakh,Diesel,Mumbai,2018,5
BMW, X5 xDrive30d xLine,42.5 Lakh,Diesel,Thane,2017,6
Audi ,Q3 2.0 TDI quattro Premium Plus,15.13 Lakh,Diesel,Ahmedabad,2015,8
Maruti Suzuki ,Ciaz Alpha Hybrid 1.5 AT [2018-2020],11.55 Lakh,Petrol,Mumbai,2021,2
Hyundai ,i10 Sportz 1.2 AT Kappa2,2.95 Lakh,Petrol,Thane,2013,10
Mahindra, XUV300 W8 1.5 Diesel,15.74 Lakh,Diesel,Pune,2021,2
Renault, Kwid 1.0 RXT AMT Opt [2016-2019],4.95 Lakh,Petrol,Bangalore,2016,7
